userName,score,at,content
Pengguna Google,5,2023-07-04 10:42:48,Mudah mudahan berfungsi dg baik
Pengguna Google,5,2023-07-04 10:09:54,Mantap...
Pengguna Google,5,2023-07-04 07:33:39,Sangat membantu
Pengguna Google,3,2023-07-04 06:58:22,"Saya sangan kecewa, beberapa kali mencoba verifikasi wajah ngga bisa terus, malah blank hitam Tolong di perbaiki sistemnya"
Pengguna Google,4,2023-07-04 06:33:44,Capil Bisa
Pengguna Google,5,2023-07-04 06:24:06,Bagusss
Pengguna Google,3,2023-07-04 06:08:08,Penasaran Bener ga sih apa kata orang²
Pengguna Google,5,2023-07-04 06:00:57,Terimakasih
Pengguna Google,5,2023-07-04 05:59:39,Terbaik
Pengguna Google,4,2023-07-04 05:56:47,Capil Bisa
Ikhtiar Laia,5,2023-07-04 05:55:00,Mantap
Pengguna Google,5,2023-07-04 05:44:13,Muga bermanfaat
Beni Latumahina,4,2023-07-04 05:31:05,Capil bisa
Pengguna Google,5,2023-07-04 05:29:04,Terima kasih
Pengguna Google,5,2023-07-04 05:10:36,Terimakasih
Pengguna Google,5,2023-07-04 04:59:34,Terima kasih
Pengguna Google,2,2023-07-04 04:33:31,"Kalo tidak ada menu login gimana min? Ganti HP / HP direset, gimana cara masuk ke aplikasinya lagi min, trus yg mau di scan harus ke Dukcapil?"
Pengguna Google,5,2023-07-04 04:30:04,Terima kasih
Pengguna Google,1,2023-07-04 04:24:52,"tidak bisa support beberapa hp sehingga tidak scan barcode, sangat menyusahkan"
Ilhamabdurahman acong,5,2023-07-04 03:24:29,Keren banget
Pengguna Google,5,2023-07-04 03:18:09,Makasih aplikasinya sangat membantu sekali.
Pengguna Google,5,2023-07-04 02:57:58,Dukcapil dan prima
Pengguna Google,2,2023-07-04 02:52:07,Imel nya ambil dari mna
Pengguna Google,5,2023-07-04 02:39:52,Sangat bagus
Pengguna Google,5,2023-07-04 01:59:21,Sangat membantu dan praktis maju terus pelayanan capil Indonesia
Pengguna Google,2,2023-07-04 01:20:34,"Sudag jauh"" ke kelurahan eh nyampek kelurahan mala tidak bisa scan barcode ."
Pengguna Google,5,2023-07-04 00:35:55,Baik
Pengguna Google,4,2023-07-04 00:29:20,Mantap
Pengguna Google,3,2023-07-04 00:20:25,Knp ga bisa ambil foto
Pengguna Google,2,2023-07-03 17:21:50,Masih berbelit2 harus scan barcode dari petugas...
Pengguna Google,2,2023-07-03 14:19:07,"Makin ke sini dokumen tambahan seperti kartu NPWP,BPJS,PEMILIH PEMILU atau lain2nya tidak tertampil. Ada apa ini? Sesulit itulah mengintegrasikan, padahal di awal semua bisa tertampil"
Pengguna Google,5,2023-07-03 13:03:24,Bagus
ANURUL HUDA,5,2023-07-03 09:32:52,Bagus
Pengguna Google,1,2023-07-03 09:14:40,"Belum sepenuhnya online, bagi sya yg perantauan mesti pulang dlu untuk minta kode qr buat verifikasi. Padahal verifikasi bisa menggunakan cara lain... Serba setengah setengah....."
Pengguna Google,5,2023-07-03 08:19:16,ka saya lupa kata sandi kependudukan gimna yah caranya
Pengguna Google,4,2023-07-03 08:02:05,"Di bank kami tidak bisa berurusan, bagaimana ini min utk solusi nya"
Pengguna Google,5,2023-07-03 07:52:18,Dukcapil dan prima
Pengguna Google,5,2023-07-03 06:49:48,"Registrasinya mudah dan pelayanan dukcapil ramah. Sangat membantu untuk mengurus dokument identitas, ga perlu lagi bawa-bawa dokument fisik, karena semua sudah terintegrasi secara digital."
Pengguna Google,5,2023-07-03 05:22:56,Sangat membantu 👍👍👍
Pengguna Google,1,2023-07-03 04:59:03,Kebanyakan korupsi ni aplikasi gak bisa rekam foto n sqan QR skala nasional apk sampah bgni memalukan
Pengguna Google,1,2023-07-03 04:04:25,di kelurahan ujung menteng bkin ktp hilang harus nunggu 1bulan🤣 bilang aja males
Pengguna Google,5,2023-07-03 03:58:33,Ok
Pengguna Google,5,2023-07-03 03:56:36,Sangat bermanfaat
Pengguna Google,1,2023-07-03 03:51:29,Payah login bikin repot
Pengguna Google,5,2023-07-03 03:50:37,Makasih aplikasinya sangat membantu sekali.
Pengguna Google,5,2023-07-03 03:33:57,Sangat membantu
Pengguna Google,5,2023-07-03 03:32:45,Terima kasih pemerintah daerah Padang Pariaman sudah mempermudah urusan masyarakat
Pengguna Google,5,2023-07-03 03:25:18,"Aplikasi nya mantap, cuman tidak bisa digunakan di bank,mohon solusinya"
Pengguna Google,5,2023-07-03 03:04:29,Bagus
Pengguna Google,5,2023-07-03 02:26:34,Dukcapil dan prima
Pengguna Google,5,2023-07-03 02:17:30,Ok
Pengguna Google,1,2023-07-03 02:13:36,Ga bisa masuk
Pengguna Google,5,2023-07-03 02:09:55,"Terbaik, memudahkan"
Pengguna Google,3,2023-07-02 14:44:17,Klo lupa pin gmn
Pengguna Google,5,2023-07-02 07:23:10,Bagus
Pengguna Google,2,2023-07-02 06:30:07,"Bagaimana ini daftar mandiri tidak bisa karena harus pinda kode QR yang diberikan petugas dukcapil, padahl tidak diberi kode apapun. Di mana bisa mendapatkan kode QR nya tanpa ke dukcapil?"
Pengguna Google,1,2023-07-02 00:04:24,aplikasi unfaedah
Pengguna Google,5,2023-07-01 19:33:34,"Waaah... Ternyata sudah ada ya aplikasi KTP digital. Maaf baru seminggu download dan install di HP, sehingga belum paham bgt. Sejauh ini saya rasakan fine-fine aja."
Pengguna Google,4,2023-07-01 17:33:07,Sangatlah penting bagi kita semua
Pengguna Google,1,2023-07-01 12:06:56,Aplilasi ga mutu... Masih harus ke dukcapil sgala...
Pengguna Google,1,2023-07-01 11:58:17,Kenapa di perangkat sy tidak dapat di instal aplikasi ini dikarenakan keperluan... Mohon diperbaiki
Pengguna Google,3,2023-07-01 08:17:31,Ada kekurangan menurut saya. Dri dokumen mau liat ktp fisiknya ada yg bisa ada yg ngk bisa dilihat.dan daftar layanan tdk bisa dilihat di apk hp saya. Selebihnya ok
Pengguna Google,5,2023-07-01 06:27:59,serba mudah
Pengguna Google,1,2023-06-30 17:13:25,Tidak bisa di gunakan
Pengguna Google,1,2023-06-30 06:07:12,Kenapa apk nya gk bisa di buka? 😡😡😡
Pengguna Google,1,2023-06-30 03:15:07,"Kalau apa2 harus offline itu namanya mempersulit warganya, Sudah bagus kemaren2 bisa urus online weh sekarang balik lagi ke offline SDMNYA ternyata masih belum bisa di ajak maju"
Pengguna Google,1,2023-06-30 02:03:56,"Saya sarankan tidak usah mendownload aplikasi ini, hanya akan mempersulit anda. Jangan kan bisa mengurus perpindahan penduduk secara online, pendaftaran nya saja berbelit-belit dan sangat menyusahkan"
Pengguna Google,1,2023-06-29 14:32:24,"Udah cape cape ngantri ke dukcapil buat scan barcode, tapi setelah scan barcode gaada email aktivasi masuk udah beberapa hari gamasuk masuk emailnya"
Pengguna Google,2,2023-06-29 13:22:47,Kok malah jadi lemot dan banyak bug skarang? Gak bisa liat dokumen yg tertaut juga.. Payah
Pengguna Google,5,2023-06-29 12:13:32,Ok
Pengguna Google,4,2023-06-29 11:46:19,Untuk versi IOS kok belum rilis ya saya rada kecewa sih sebagai user ios
Pengguna Google,4,2023-06-29 08:06:40,Sangat bagus
Pengguna Google,1,2023-06-29 05:58:40,Upload foto tidak masuk2 di hp realme narzo 5i
Pengguna Google,3,2023-06-29 02:48:56,"Bintang 3 ckup kali yh untuk plyanan smntra saat ini. Krna msh bnyak kkrngan dri segi plynan y itu sndri. Karena msh ada ktrbtasan. Trus tingkatkan, smga kdpan bisa lbh baik lgi."
Pengguna Google,1,2023-06-29 01:41:24,"Kenapa harus di lakukan di dukcapil sih, ini mh bukan mempermudah sama aja ribet nya harus bolak balik k capil"
Pengguna Google,3,2023-06-29 00:38:34,Kalo udah punya KTP tapi ilang bisa ga bkin di SNI
Pengguna Google,4,2023-06-28 18:00:31,"Sebenarnya aplikasi ini bagus banget, tp ada beberapa menu yg seharusnya ditambahkan. Misalnya : Kartu Vaksin, NPWP, SIM, Akta Kelahiran, Scan Ijazah, dan berkas-berkas lain supaya dengan 1 aplikasi ini gk perlu pusing bawa2 dompet"
Pengguna Google,5,2023-06-28 14:37:51,Baik
Pengguna Google,5,2023-06-28 13:31:55,Tidak bisa buka foto saat ambil foto di hp samsung j2 prime solusinya admin mau buka gk bisa cuma tinggal fotonya aja gak bisa bertuliskan pastikan pencahayaan terang
Pengguna Google,1,2023-06-28 09:15:34,"Sedikit aneh juga ya aplikasi digital tapi aktifasinya harus datang ke kantor dukcapil, sama aja bohong jadinya lucu juga ini sih sama aja ribet ribet juga."
Pengguna Google,5,2023-06-28 08:51:04,Good
Pengguna Google,1,2023-06-28 04:08:16,Kok saya di bagian setelah daftar ga bisa lagi ke tahap selanjutnya ya
Pengguna Google,4,2023-06-28 03:38:32,"Saat ini hanya bisa menampilkan KTP dan KK sedangkan dokumen lainnya gak ada, mohon di perbaiki lagi seperti dulu bisa menampilkan dokumen"" lainnya 🙏🙏"
Pengguna Google,5,2023-06-27 20:49:17,Sangat bermanpaat dan tolong akses ktp digital ini ke bank2 lain
Pengguna Google,2,2023-06-27 15:04:12,"Didalam Dokumen hanya terdapat KTP saja, dokumen yg lain tidak muncul, aplikasi sering bermasalah, coba lagi mulu...😔"
Pengguna Google,5,2023-06-27 12:41:39,Semoga bermanfaat
Pengguna Google,2,2023-06-27 12:12:21,Masih banyak yang harus di benahi. Menu aplikasi susah dibuka. Tampilan ektp tidak ada
Pengguna Google,1,2023-06-27 11:53:33,Masih banyak yang harus diperbaikin lagi applikasinya
Pengguna Google,4,2023-06-27 11:50:58,kenapa app nya ga bsa buka ktp kita sndri yaa
Pengguna Google,1,2023-06-27 09:45:04,Saya sudah terdaftar tapi dibuka hanya kena beberapa jam
Pengguna Google,5,2023-06-27 09:12:37,Sangat membantu sekali
Pengguna Google,5,2023-06-27 08:05:37,Sangat memuaskan pelayananya....
Pengguna Google,2,2023-06-27 07:47:32,Saya mau melihat dokuman ktp el nya ga bisa Loading mulu ga selesai selesai dari kecamatan sampe di rumah juga masih sama ngga ada peningkatan Tolong developnya di perbaiki lagi aplikasinya
Pengguna Google,1,2023-06-27 06:42:51,apps rusak bug bug bug
Netty Sandra,5,2023-06-27 06:39:46,Aplikasi bgs
Pengguna Google,1,2023-06-27 06:32:26,Aplikasi apa coba sering error lah sekali dihapus kadang gk bisa di download lagi mau liat dokumen rendering terus sampe capek nungguin kelar renderingnya
Pengguna Google,4,2023-06-27 06:29:51,Mantul
Pengguna Google,1,2023-06-27 06:21:55,lemot njs
Pengguna Google,5,2023-06-27 06:01:25,Sangat bermanfaat
Pengguna Google,5,2023-06-27 05:43:55,"Sdh bagus ini aplikasinya tapi dokumen masih integritas terus,,"
Pengguna Google,4,2023-06-27 05:22:08,Mantul
Pengguna Google,2,2023-06-27 05:13:37,Ini kenapa sya buka dokumen kependuduk kan ko muter2 terus ya kenapa ini?
Pengguna Google,1,2023-06-27 04:49:02,"Aplikasinya onlen, tapi pendaftaran aplikasinya offline,,,,, hiaaaaaaaxxxxxxx..... Jangan persulit warga donk!!!"
Pengguna Google,5,2023-06-27 04:41:34,Terimakasih
Pengguna Google,5,2023-06-27 04:33:06,Terima kasih
Pengguna Google,1,2023-06-27 04:28:36,Sulit untuk daftar online
Pengguna Google,5,2023-06-27 04:20:46,Terimakasih
Pengguna Google,5,2023-06-27 03:46:19,Mantap...GK ribet.
Pengguna Google,5,2023-06-27 03:44:59,Sangat baik
Pengguna Google,5,2023-06-27 03:34:34,Mantap aplikasinya
Pengguna Google,5,2023-06-27 03:34:04,Ok
Pengguna Google,1,2023-06-27 03:26:39,bug parah nga bisa di buka abis uang buat bikin apk nya.
Pengguna Google,5,2023-06-27 03:24:29,Sippp
Pengguna Google,4,2023-06-27 03:08:17,Mantap
Pengguna Google,5,2023-06-27 03:07:00,Ok👍👍
Pengguna Google,5,2023-06-27 03:01:13,Sangat membatu rakyat
Pengguna Google,4,2023-06-27 02:53:20,Mantap
Pengguna Google,5,2023-06-27 02:40:41,Mantap
Pengguna Google,4,2023-06-27 02:34:23,Mantap
Aswar Ceng,5,2023-06-27 01:33:21,Very helpful
Pengguna Google,4,2023-06-27 01:32:50,Mantap
Pengguna Google,2,2023-06-27 01:15:50,"Cara mendapatkan kode QR nya dimana?? Klo disuruh ke kantor sama aja bohong.. udh download aplikasinya,, tp ga bisa mendaftar krna perlu kode QR."
Pengguna Google,4,2023-06-27 01:10:52,mantap
Samsul Sulen,4,2023-06-27 01:10:21,Mantap
Pengguna Google,4,2023-06-27 01:04:25,Mantap
Pengguna Google,1,2023-06-27 00:51:05,"Suruh daftar online tapi, harus ikut antrian jg percuma kita daftar online klw ginimah sama aja. Pelayaran jg toling di perbaiki lagi pegawainya jangan banyak molor waktu, hargai kita jg datang jauh2 tinggal main tolak aja, kita antri berjam2"
Pengguna Google,4,2023-06-27 00:35:40,Nantap
Pengguna Google,4,2023-06-27 00:34:58,Mantap
Pengguna Google,4,2023-06-27 00:19:10,Mantap
Pengguna Google,5,2023-06-26 22:34:02,Oye.. oye.. joss...!
Pengguna Google,1,2023-06-26 21:53:56,"BUKAN ONLINE TETAP AJA HARUS KE TEMPAT ,AYOLAH JAMAN MAKIN CANGGIH MASIH AJA GK BISA ONLINE ,Buat apa ada orang IT JADI PNS MASIH KAYA GINI. NEGARA BESAR MASIH MAIN OFFLINE"" AMPUN AH . RIP PNS JAMAN NOW"
Pengguna Google,4,2023-06-26 19:05:52,"Tolong di perbaiki lagi, kadang aplikasi ""Terjadi kesalahan""padahal jaringan di ponsel bagus,dan sering ""memuat"" sendiri.makasih"
Pengguna Google,1,2023-06-26 14:56:15,"Digital yang menyusahkan.... Kalau tetap harus dihadapan petugas dukcapil, mengapa nggak sekalian saja petugas dukcapil yg daftarin dan masyarakat tinggal login pakai NIK, email atau hp..?"
Pengguna Google,1,2023-06-26 14:50:43,Sekelas kementerian aplikasinya gabisa dibuka 😂
Pengguna Google,1,2023-06-26 14:50:30,Server ???? Pdhal milik negara servernya dimohonkan selalu bisa
Pengguna Google,4,2023-06-26 13:23:22,Aplikasinya baik.
Pengguna Google,3,2023-06-26 12:46:33,mantul untuk identitas WNI
Pengguna Google,1,2023-06-26 09:48:20,ini aplikasi jelek banget
Pengguna Google,3,2023-06-26 08:56:08,Napa ya jika lagi log in suka muncul terjadikesalahan padahal data internet stabil ??
Pengguna Google,1,2023-06-26 08:23:51,"Aplikasi bikin ribet, bikin pusing"
Pengguna Google,5,2023-06-26 08:09:41,Terimakasih aplikasinya benar sangat membantu sekali.
Pengguna Google,3,2023-06-26 07:33:59,Test.
Pengguna Google,1,2023-06-26 07:16:06,Apk gjls mempersulit masyarakat!!!!
Pengguna Google,5,2023-06-26 05:26:50,Paten kali pak dirjen terima kasih atas inovasi ini
Pengguna Google,5,2023-06-26 04:58:09,Ok
iseeyo Ganz,5,2023-06-26 04:48:28,Top
Pengguna Google,1,2023-06-26 04:41:21,Aneh bagian selfi gagal terus
Pengguna Google,5,2023-06-26 04:34:28,Simpel top
Pengguna Google,5,2023-06-26 04:25:55,Semoga bermanfaat
Pengguna Google,5,2023-06-26 04:24:07,Makasih aplikasinya Sangat membantu.
Pengguna Google,5,2023-06-26 04:18:11,Terimakasih sangat bermanfaat
Pengguna Google,5,2023-06-26 04:16:31,Sangat membantu
Pengguna Google,1,2023-06-26 04:07:33,"Lama banget diproses, setelah scan Barcode dr Dukcapil udah 1 Minggu belum masuk kode otp nya di email"
Pengguna Google,2,2023-06-26 04:04:03,Tolong aplikasi diperbarui sistemnya biar lebih fleksibel. Minimal bisa diunduh biar bisa dicetak kalau dibutuhkan.
Pengguna Google,2,2023-06-26 04:01:48,Setiap ke dukcapil kab.tangerang Belangkonya habis trus pas nyuruh calo herannya ada aja🤦
Pengguna Google,5,2023-06-26 03:52:15,Sangat memudahkan
Pengguna Google,5,2023-06-26 03:46:12,Pelayanan sangat baik
Vivo Y12,5,2023-06-26 03:36:41,Top
Pengguna Google,5,2023-06-26 03:01:23,Aplikasinya semakin top
Pengguna Google,5,2023-06-26 02:57:56,Pembuatan identitas kependudukan saat ini makin canggih mempermudah masyarakat
Pengguna Google,5,2023-06-26 02:39:32,Menjadi gampang serba digital
Pengguna Google,5,2023-06-26 02:07:14,Ikd keren
Pengguna Google,5,2023-06-26 01:26:41,Aplikasinya bagus tapi disaya aplikasi nya GK bisa keluar
Pengguna Google,1,2023-06-26 01:21:50,Aplikasi terjadi masalah takut di sadap
Pengguna Google,3,2023-06-26 00:08:27,"Masih belum jelas fungsinya, tidak semua Disdukcapil tiap daerah membuka pelayanan online, tidak bisa cetak sendiri kartu keluarga dari aplikasi yang secara KK sekarang pake HVS, kalau KTP masih oke lah cuma nampilkan saja juga, secara material KTP bukan HVS."
Pengguna Google,5,2023-06-25 23:52:30,Dukcapil bisa dan prima
Pengguna Google,5,2023-06-25 23:50:31,Dukcapil.bisa dan prima
Pengguna Google,2,2023-06-25 16:23:18,Bisa buat akte lhir anak dri sini
Pengguna Google,1,2023-06-25 15:04:15,Makin ribet.Ada kemungkinan Rawan penyalahgunaan data.
Pengguna Google,2,2023-06-25 12:17:04,G bs masuk sdh lebih dr 5x...parah
Pengguna Google,3,2023-06-25 11:50:32,"Ini gimna ceritanya katanya online tapi di ujung minta scan barcode yang di berikan dukcapil,🤣🤣🤣 harus datang ke lokasi dong minta barcode nya"
Pengguna Google,5,2023-06-25 05:09:56,Saya merasa puas hati
Pengguna Google,4,2023-06-25 02:33:31,Scan QR nya gak tau ...gimana ya
Pengguna Google,5,2023-06-24 15:29:49,Sangat membatu bagi kerja yg di lain daerah.
Pengguna Google,5,2023-06-24 14:20:27,Bagus
Pengguna Google,5,2023-06-24 12:48:03,Semoga dukcapil semakin inovatif
Pengguna Google,5,2023-06-24 12:47:51,Semoga dukcapil semakin inofatif
Pengguna Google,5,2023-06-24 12:30:59,Gimana cara masuk ikd agar bisa bikin KTP
Pengguna Google,3,2023-06-24 11:35:02,ini gunanya untuk apa ?
Pengguna Google,5,2023-06-24 11:24:19,Baik
Pengguna Google,3,2023-06-24 11:01:18,"masih banyak bug nya ini, tolong segera diperbaiki."
Pengguna Google,1,2023-06-24 10:28:49,"Knp GK bs dibuka,selalu coba lagi coba lagi😑😑😑"
Pengguna Google,5,2023-06-24 09:03:05,Aplikasi yang melindungi data pribadi.. Bayangkan jika orang lain bisa mudah membuat akun ikd atas nama kita.. Padahal ikd sebagai pintu masuk ke layanan publik yang lain
Pengguna Google,1,2023-06-24 08:57:39,Ko ga bisa scan foto depan ya jadi ga bisa regestrasi
Pengguna Google,1,2023-06-24 08:42:50,Tidak bisa mengambil poto
Pengguna Google,1,2023-06-24 08:35:47,"capil Kebumen pelayanannya kurang memuaskan. petugasnya bikin tidak nyaman, genit, caper. namanya kalau tdk salah mas Noval/naufal anything intinya itu. mohon untuk dibenahi lagi. data kami ada disana, tidak cocok org spt itu memegang data org banyak. saya dan teman saya merasa sangat sangat tidak nyaman."
Pengguna Google,5,2023-06-24 07:17:12,"Sangat membantu, luar biasa"
Pengguna Google,1,2023-06-24 05:44:32,"Tidak user friendly.. kenapa pendaftaran harus scan QR ke dukcapil lagi. Tolong dibuatkan lebih praktis, lebih mudah. Terimakasih"
Pengguna Google,5,2023-06-24 05:26:42,Baik
Pengguna Google,1,2023-06-24 05:02:57,gabisa dibuka
Pengguna Google,5,2023-06-24 04:17:38,Mantab
Pengguna Google,5,2023-06-24 03:51:55,Mantap
Pengguna Google,5,2023-06-24 03:47:25,Mantap
Pengguna Google,5,2023-06-24 02:03:56,Bagus bermanfaaf sekali
Pengguna Google,2,2023-06-23 23:48:15,Tetap saja harus ke kantornya..
Pengguna Google,1,2023-06-23 23:13:11,"Token invalid, sekelas kementerian negara bikin aplikasi kayak coba coba. Memalukan"
Pengguna Google,1,2023-06-23 16:47:17,Cara login nya gimana
Pengguna Google,1,2023-06-23 15:59:27,Aplikasinya ngelag tidak bisa ambil gambar
Pengguna Google,3,2023-06-23 15:39:33,saya daftar ktp digital tapi salah input email yang harusnya yahoo tapi malah saya masukkan gmail otomatis kode otp yang harusnya masuk di email itu tidak bisa di akses. Jadi pertanyaan saya apakah saya masih bisa daftar ulang lagi dengan email yang aktif atau bagaimana ? Mohon di jawab🙏🙏
Pengguna Google,5,2023-06-23 13:49:59,Oke
Pengguna Google,1,2023-06-23 13:08:05,"Serius dong bikin aplikasi,,,jangan main main"
Pengguna Google,2,2023-06-23 12:06:46,Ini cara mengatasi lupa password gmn yaa
Pengguna Google,4,2023-06-23 11:49:55,Sangat mudah bila dibutuhkan cepat
Pengguna Google,3,2023-06-23 09:13:08,saya kasih tiga dulu soalnya belum dicoba
Pengguna Google,1,2023-06-23 08:29:49,Dasar pegawai negeri kalo gak bikin susah rakyat hatinya gak tenang. Aplikasi sampah gak bisa dipake disodorin . Terkutuk kalian sampe 999 keturunan akan selalu menjadi pegawai negeri yg disumpahi rakyat
Sri Ningsih,5,2023-06-23 07:51:47,good
Sara Sarah,5,2023-06-23 05:53:01,Good
Pengguna Google,4,2023-06-23 05:43:31,mantap
Pengguna Google,5,2023-06-23 05:05:44,"Alhamdulilah, aplikasi mudah dan praktis"
Pengguna Google,5,2023-06-23 04:41:44,Aplikasinya sangat membantu sekali
Pengguna Google,5,2023-06-23 04:41:36,Aplikasi IKD sangat simpel dan praktis mantap
Pengguna Google,5,2023-06-23 04:34:43,Terbaik
Pengguna Google,1,2023-06-23 04:17:56,Saya terkendala dengan salah umur yang harus nya 17 tahun malah keliru 16 tahun alhasil tidak bisa verifikasi
Pengguna Google,5,2023-06-23 03:51:41,Semoga bermanfaat
Pengguna Google,5,2023-06-23 03:51:34,Sangat bermanfaat
Pengguna Google,5,2023-06-23 03:41:25,Semoga semakin baik
Pengguna Google,5,2023-06-23 03:39:17,Lebih mudah dan praktis
Pengguna Google,4,2023-06-23 03:33:29,Scan QR invalid
Pengguna Google,5,2023-06-23 03:33:03,"Terima kasih,pelayanan yg cepat n jelas"
Pengguna Google,5,2023-06-23 03:27:45,Semoga bermanfaat
Pengguna Google,1,2023-06-23 03:16:51,"Saya rasa ini bukan digital ya. Malah mempersulit kalau aktivasi di dukcapil asal. Susah untuk orang2 yang merantau. Online ya online kalau datang langsung ke tempat bukan online. Minimal sediakan menu video call untuk pelayanan online nya, padahal bisa nyontek cara aktivasi rekening BCA loh tapi tetep aja ya ga kepikiran Bagus lah APBN kita terserap ke aplikasi2 ga jelas lagi. Mempermudah label nya saja tapi kenyataannya mempersulit"
Pengguna Google,5,2023-06-23 03:11:56,Bermanfaat sekali
Pengguna Google,5,2023-06-23 03:07:52,Pelayanan nya cepet juga
Pengguna Google,5,2023-06-23 03:03:28,Semoga bermanfaat
Pengguna Google,5,2023-06-23 02:51:28,Okhe
Pengguna Google,5,2023-06-23 02:44:40,Semoga semakin baik
Pengguna Google,4,2023-06-23 02:40:21,Apa fungsinya app ini ktx kmn2vbiar g bw ktp gpp. Tp ttp jg d mintai ktp fisik aslinya
Pengguna Google,5,2023-06-23 02:39:14,Pelayanan bagus dan cepat
Pengguna Google,5,2023-06-23 02:27:02,Dot capil bisa
Pengguna Google,5,2023-06-23 02:26:57,Dot capil bisa
Pengguna Google,5,2023-06-23 02:18:38,Bagus
Dian Bulet,5,2023-06-23 01:57:42,Ok
Pengguna Google,5,2023-06-23 01:47:51,Bagus
Pengguna Google,5,2023-06-23 01:44:36,Bagus
Pengguna Google,5,2023-06-23 01:42:09,Bambang fataruba kadis capil sula mantap
Pengguna Google,5,2023-06-23 01:26:17,membantu sekali
Pengguna Google,5,2023-06-23 01:22:13,Bambang fataruba mantap
Pengguna Google,4,2023-06-23 01:14:40,Mantap
Pengguna Google,5,2023-06-23 01:05:41,Baik dan membantu
Pengguna Google,5,2023-06-23 00:51:04,Apk in sangat mengbantu
Pengguna Google,4,2023-06-23 00:50:44,Mantap
Pengguna Google,5,2023-06-23 00:48:00,Dukcapil bisa
Pengguna Google,4,2023-06-22 23:59:23,Mantap
Pengguna Google,5,2023-06-22 23:48:36,Kantor capil bisa
Pengguna Google,1,2023-06-22 16:25:20,Aplikasi Parah dokumen sedang d integrasikan mulu
Jalan Alam Indonesia,5,2023-06-22 11:48:04,Ok
Pengguna Google,1,2023-06-22 09:58:51,Masih dalam integritas melulu kapan kelarnya????????????
Pengguna Google,1,2023-06-22 09:50:18,"Saya kira nggak usah pergi ke kantol nya, ternyata masih di suruh scan barkot ke kantol dinas"
Pengguna Google,4,2023-06-22 08:47:05,Aplikasi sangat bagus
Pengguna Google,1,2023-06-22 08:31:37,"Install, uninstall, install lagi masiiiihh aja gak bisa foto, heraaannnnnn"
Pengguna Google,4,2023-06-22 06:54:41,"Sangat membantu, makasih"
Pengguna Google,5,2023-06-22 06:53:12,Bagus
Pengguna Google,5,2023-06-22 06:51:28,"Sya sangat bangga menjadi salah 1 warga nya, slalu semangat No 1"
Pengguna Google,5,2023-06-22 06:40:21,Good
Pengguna Google,4,2023-06-22 06:22:40,Ko gak bisa ya
Pengguna Google,5,2023-06-22 06:20:54,Bagus
Pengguna Google,4,2023-06-22 06:05:07,Mantap
Pengguna Google,3,2023-06-22 04:48:20,Ko masukn email valid mulu dah
Pengguna Google,5,2023-06-22 04:35:02,Luar biasa dukcapil kab. Merangin
Pengguna Google,5,2023-06-22 04:17:49,Mantap
Pengguna Google,5,2023-06-22 04:02:13,Bagus
Pengguna Google,5,2023-06-22 03:56:43,makin terdepan👍🏻memudahkan masyarakat dalam pengurusan dokumen2 terkait kependudukan
Pengguna Google,5,2023-06-22 03:53:15,Ok sangat bagus dan puas
Pengguna Google,5,2023-06-22 03:51:51,Kemendagri makin maju
Pengguna Google,5,2023-06-22 03:50:22,"Saya sudah scan barcode trus masukin kode aktivasi dari dukcapil tapi tetap tidak bisa masuk aplikasi,malah diblokir. ..mohon bantuan cara aktivasi,dan menggunakan aplikasi"
Pengguna Google,5,2023-06-22 03:49:31,Mantap
Pengguna Google,5,2023-06-22 03:47:10,Aplikasinya baguss sangat membantu saya
Pengguna Google,5,2023-06-22 03:29:13,kereeeen
Pengguna Google,5,2023-06-22 03:10:54,Dukcapil bisa
Pengguna Google,5,2023-06-22 03:06:11,Mantap
Pengguna Google,5,2023-06-22 02:49:29,Kereen
Pengguna Google,3,2023-06-22 02:46:30,Saya sudah coba untuk mengaktifkan lewat disdukcapil tapi nyatanya data tidak terbaca karena belum update?? Katanya ktp elektronik tapi ko begini 🤣
Pengguna Google,4,2023-06-22 02:43:49,Mantap
Pengguna Google,5,2023-06-22 02:42:04,Sangat membantu
Pengguna Google,3,2023-06-22 02:40:36,Tdk bisa mengambil foto
Pengguna Google,4,2023-06-22 02:35:38,Mantap
Jusmin,5,2023-06-22 02:34:18,",🤩"
Pengguna Google,4,2023-06-22 02:31:56,bagus
Ajeng Tri Utami,1,2023-06-22 02:31:16,Ga bisa
Pengguna Google,4,2023-06-22 02:30:00,Mantap
Pengguna Google,5,2023-06-22 02:21:51,ok
Pengguna Google,5,2023-06-22 02:14:05,Sangat membantuà
Pengguna Google,5,2023-06-22 02:03:26,Ok
Pengguna Google,4,2023-06-22 01:59:21,Mantap
Pengguna Google,1,2023-06-22 01:51:46,Saya lupa password bagaimana cara menggantinya mohon di tambahkan fitur lupa password
Pengguna Google,5,2023-06-22 01:47:53,Terima kasih sangat membantu
Pengguna Google,2,2023-06-22 01:37:24,"Masukin email udah persis tp ga valid, harus gimana ya"
Pengguna Google,5,2023-06-22 01:18:52,Dukcapil bisa
Pengguna Google,5,2023-06-22 01:13:56,.mantap
Pengguna Google,4,2023-06-22 01:01:22,Mantap
Pengguna Google,1,2023-06-22 00:59:13,Gak bisa kebuka
Pengguna Google,5,2023-06-21 23:57:07,Dukcapil bisa dan prima
Pengguna Google,5,2023-06-21 23:49:11,Dokcapil
